,JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
365,newSenior Full Stack Software Engineer - Remote,Humana,"Louisville, KY 40202 (Central Business District area)•Remote",7 days ago,2021-09-09,"
luThe Full Stack Software Engineer is responsible for producing scalable software solutions utilizing a range of different technologies and languages (such as…lu
",,https://www.indeed.com/rc/clk?jk=f82cbbd836a468f8&fccid=5f1f0e6dcc6cbc83&vjs=3
366,newSenior Software Engineer,Clearlink,"Salt Lake City, UT 84116 (Jordan Meadows area)•Temporarily Remote",7 days ago,2021-09-09,"
luDevelop high-quality software that is aligned with user needs and business goals.lu
luWork with team members to make architectural decisions.lu
",,https://www.indeed.com/rc/clk?jk=6f42ed16f3432d57&fccid=673eb17ad844c967&vjs=3
367,Application Security Analyst - Remote or In-Office,Randall-Reilly,"Tuscaloosa, AL 35406•Remote",9 days ago,2021-09-09,"
luParticipate in requirements planning for new products and features.lu
luThis position will work with developers and IT staff to define and support application code…lu
",,https://www.indeed.com/rc/clk?jk=f6b9372b0c3f5682&fccid=cc7253679ad3bade&vjs=3
368,Full Stack Web Developer,KinaTrax,"Boca Raton, FL•Remote",30+ days ago,2021-09-09,"
luWorking alongside graphic designers for web design features.lu
luThe Full Stack Web Developer (FSD) will be responsible for designing and developing a web-based…lu
","$80,000 to $120,000 a year",https://www.indeed.com/rc/clk?jk=48147f552c5498d5&fccid=261861250f3128e0&vjs=3
369,Software Engineer - Security,CM Group,Remote,30+ days ago,2021-09-09,"
luCollaborate with engineering teams to perform code reviews on potentially sensitive code and improve the security posture of new features in their design phase …lu
",,https://www.indeed.com/rc/clk?jk=c5247f94b281764f&fccid=275b7b974cc60a22&vjs=3
370,Integration Software Engineer,TaxJar,Remote,30+ days ago,2021-09-09,"
luImprove integration performance for high volume businesses.lu
luImprove our development, testing, and deployment processes for integrations.lu
",,https://www.indeed.com/rc/clk?jk=bb30b4c5f6dbb2ca&fccid=ed77193984fc255e&vjs=3
371,Senior Wordpress Developer,"The Berndt Group, Ltd.","Baltimore, MD 21211 (Hampden area)•Remote",30+ days ago,2021-09-09,"
luCreate new pages, features, and functionalities within existing WordPress sites.lu
luAnalyze existing websites containing both custom development and plugins, and…lu
",,https://www.indeed.com/rc/clk?jk=986d317fa7fd193f&fccid=95d651f15fd85e12&vjs=3
372,Senior QA Engineer - Data Insight,SevOne,Remote,30 days ago,2021-09-09,"
luWork closely with Product Management, Development and Architecture to understand and guide product features and testing.lu
luExcellent Linux admin level skills.lu
",,https://www.indeed.com/company/SevOne/jobs/Senior-QA-Engineer-cea95e70d278e5b8?fccid=303e5d588c71c1b8&vjs=3
373,Senior Software Engineer,Cambium Learning Group,Remote,30+ days ago,2021-09-09,"
luAs a Learning A-Z Senior Software Engineer you will design and deliver features using luPHPlu, Java, JSP, MySQL, HTML, JavaScript on Linux, and Windows.lu
",,https://www.indeed.com/rc/clk?jk=7287676b60689ab5&fccid=ce8c5c4d60bb4cad&vjs=3
374,Web Developer (Remote CMS),ICF,"Richmond, VA 23219 (Central Office area)•Remote",16 days ago,2021-09-09,"
luThis web developer will participate in building websites to support our Navy Child and Youth Programs project, work with technical leads to develop and enforce…lu
",,https://www.indeed.com/rc/clk?jk=267252341a1a81f1&fccid=e290923a98afee94&vjs=3
375,Software Engineer - Full Stack (Developer Relations),Plaid,Remote,30+ days ago,2021-09-09,"
luHaving strong ownership over features and taking them from a bullet point scrawled during a brainstorming meeting to a fully functional, high quality product.lu
",,https://www.indeed.com/rc/clk?jk=fd202d159583a85c&fccid=f10da5bc56554201&vjs=3
376,Senior Full-Stack Laravel Developer (US-REMOTE),Slate Magazine,"Washington, DC•Remote",16 days ago,2021-09-09,"
luScale an application horizontally as we evaluate and implement new technologies and stacks beyond Laravel and PHP.lu
luBuild and maintain an API for clients.lu
",,https://www.indeed.com/company/Slate-Magazine/jobs/Senior-Full-Stack-Laravel-Developer-8d72a855935acc45?fccid=3a8cdd811c5faf93&vjs=3
377,Software Engineer - Full Stack,Transform Data,"San Francisco, CA•Remote",30+ days ago,2021-09-09,"
luAt Transform, we are building a metrics repository that enables businesses to capture metric definitions in a standardized, well-formatted, and organized way to…lu
",,https://www.indeed.com/rc/clk?jk=72b22550e948a2d8&fccid=f76e054c3245755c&vjs=3
378,"Senior Software Engineer, Frontend Systems",Etsy,"Brooklyn, NY 11201•Remote",30+ days ago,2021-09-09,"
luWe’re looking for engineers with experience building scalable and performant front-end infrastructure.lu
luUniquely, our work impacts both the developer experience…lu
",,https://www.indeed.com/rc/clk?jk=b21546da5d215d79&fccid=9ecb91618c39a24f&vjs=3
379,Associate Data Services Engineer (Remote),Daxko,"Birmingham, AL 35209•Remote",30+ days ago,2021-09-09,"
luAs an Associate Data Services Engineer, you are responsible for executing data conversions between client systems and Daxko’s products – including SMB and…lu
",,https://www.indeed.com/rc/clk?jk=1651acdbb89a3519&fccid=9d754cac252b392f&vjs=3
380,newDrupal Web Developer (Remote),Computer World Services,"Atlanta, GA+1 location•Remote",7 days ago,2021-09-09,"
luSupports web administrators and designers through the full development lifecycle and contributes to the development of new site features.lu
",,https://www.indeed.com/rc/clk?jk=2e0f2dbf27707f6c&fccid=26a9ff3182c6d789&vjs=3
381,Web Manager,Alvernia University,"Reading, PA 19607•Remote",30+ days ago,2021-09-09,"
luThe Web Manager is responsible for the functionality of the university’s website, evaluating and managing website performance, and developing, maintaining and…lu
",,https://www.indeed.com/rc/clk?jk=cce1527d82b0b836&fccid=c5418ddcb28e899a&vjs=3
382,Mulesoft Support Engineer (GovCloud),Salesforce,Remote,30+ days ago,2021-09-09,"
luLiaise and work closely with the internal teams on escalated technical issues and product roadmap changes/new features.lu
","$66,600 a year",https://www.indeed.com/rc/clk?jk=8588ef593cf5e3a7&fccid=4027cfd917e1ee29&vjs=3
383,Senior Full Stack Engineer (Acquisition),ButcherBox,"Brighton, MA 02135•Temporarily Remote",14 days ago,2021-09-09,"
luOur software engineering team owns the code that runs our business.lu
luWe work in two-week sprints, including daily standup meetings and bi-weekly planning and…lu
",,https://www.indeed.com/rc/clk?jk=24aab9c8c0c685a6&fccid=8c5500f3e1ed0c20&vjs=3
384,Cloud Support Engineer,Platform.sh,Remote,30+ days ago,2021-09-09,"
luAs a Cloud Support Engineer you will be responsible to assess the nature of product or service issues and resolve support problems for customers and partners…lu
",,https://www.indeed.com/rc/clk?jk=78aa3a81fa6b0784&fccid=19052431ee586316&vjs=3
385,Senior Software Developer,Susco,Remote,30+ days ago,2021-09-09,"
luWe offer full WFH and will provide the necessary equipment for a home-based set-up (laptop, multiple 4K monitors, WFH ergonomic assessment, etc).lu
",,https://www.indeed.com/rc/clk?jk=e5cd3a385f0fd615&fccid=52b2eaf11d0fbe3d&vjs=3
386,Senior Software Engineer,Market Leader,"Bellevue, WA•Remote",30+ days ago,2021-09-09,"
luThe existing teams are tasked with developing new features on our CRM and consumer, public-facing websites.lu
luYou will quickly gain deep domain knowledge as you…lu
",,https://www.indeed.com/rc/clk?jk=fac555aefaf8b7fb&fccid=d6d257302fd6dc64&vjs=3
387,Web Developer,Red Foundry,"Chicago, IL•Remote",30+ days ago,2021-09-09,"
luThis position will be primarily responsible for developing highly interactive front-end web apps using modern frameworks such as React and Angular connecting to…lu
",,https://www.indeed.com/rc/clk?jk=8ae38d7711b8fad2&fccid=6d909d5f3c45f58c&vjs=3
388,"Senior Software Engineer, Backend",Automox Technologies,"Chicago, IL•Remote",30+ days ago,2021-09-09,"
luBuild high quality, scalable web applications using best coding standards and writing clean, well designed code.lu
luNon-relational database experience is a plus.lu
",,https://www.indeed.com/rc/clk?jk=14d475175ad2d9bf&fccid=ee0147a79bba4ecf&vjs=3
389,Full Stack Developer,"Orrick, Herrington & Sutcliffe LLP",Remote,30+ days ago,2021-09-09,"
luThe team is located in the EST time zone and will require you to work a similar schedule to be in-step with other team members.lu
luAble to write efficient queries.lu
",,"https://www.indeed.com/company/Orrick,-Herrington-&-Sutcliffe-LLP/jobs/Full-Stack-Developer-efb4395cb291ef8e?fccid=15ea51eacbb776a1&vjs=3"
390,WEB COMPUTING SPECIALIST,University of Washington,"Seattle, WA 98195 (University District area)•Remote",30+ days ago,2021-09-09,"
luThe Department of Psychiatry and Behavioral Sciences is recruiting for a part-time 50% FTE Web Computing Specialist who will be working fully remote.lu
",,https://www.indeed.com/rc/clk?jk=f42e16ac61ab5076&fccid=142783ac2edbe56b&vjs=3
391,Senior Developer,VertexOne,Remote,30+ days ago,2021-09-09,"
luThe Senior Developer role is to define, develop, test, analyze, and maintain new and existing software applications in support of business requirements.lu
",,https://www.indeed.com/rc/clk?jk=cd6b750241ed5283&fccid=db5e540be1f4afa3&vjs=3
392,Test Engineer (QA) - Rust - Core Backend,kraken,Remote,30+ days ago,2021-09-09,"
luSome limited manual testing as assigned and to better understand new features.lu
luThe Core Backend team is looking for a highly experienced developer that will…lu
",,https://www.indeed.com/rc/clk?jk=7ec8019d31dbff58&fccid=66d394411dd2efad&vjs=3
393,Salesforce Engineer (FFAM) (Remote Work From Home),Freedom Financial Network,Remote,30+ days ago,2021-09-09,"
luIn this role, as a Salesforce Engineer you will do day-to-day development activities and primarily focus on custom development tasks on the Salesforce.com…lu
",,https://www.indeed.com/rc/clk?jk=0e9df12b2bba2142&fccid=6147e1b77fcf388f&vjs=3
394,newSenior OpenShift Application Solutions Architect - Financial...,Red Hat Software,"Raleigh, NC 27601+1 location•Remote",6 days ago,2021-09-09,"
luGrow adoption and consumption of Red Hat OpenShift commensurate with customer metrics.lu
luGain and develop an understanding of customer current state architectures…lu
",,https://www.indeed.com/rc/clk?jk=5d8c6efea25dee0b&fccid=e24a60f01d1882d1&vjs=3
395,SEO Specialist,Mole Street,Remote,30+ days ago,2021-09-09,"
luMole Street’s SEO Specialist role leads execution of our client’s SEO strategy, working to exceed client expectations - on schedule and on budget.lu
",,https://www.indeed.com/rc/clk?jk=d689fac4415b1644&fccid=b0224a6d0d6d224d&vjs=3
396,Network Engineer,Frontier Communications,Remote,26 days ago,2021-09-09,"
luThis position shall report to the manager of the Traffic Data Collection & Reporting team.lu
luThis position will help maintain the existing 70,000+ device metrics…lu
",,https://www.indeed.com/rc/clk?jk=75d2dfa11336cee6&fccid=81d1e68cec787077&vjs=3
397,Advanced AZURE Cloud Computing Developer Specialist,"General Dynamics Mission Systems, Inc",Remote,15 days ago,2021-09-09,"
luAssists and supports the design, deployment, management, and operation of scalable, highly available, and fault-tolerant systems in the cloud by working…lu
","$98,400 a year",https://www.indeed.com/rc/clk?jk=cce068e456a6c530&fccid=382dee2cfe0ba124&vjs=3
398,Senior Software Engineer (Back End/Full Stack),Nearpod,Remote,30+ days ago,2021-09-09,"
luSenior Software Engineer (Back End/Full Stack).lu
luYou’ll also pair with product managers to develop innovative solutions that enable great classroom experiences…lu
",,https://www.indeed.com/rc/clk?jk=9f4363d1a2607e95&fccid=6e43628e4fa625f7&vjs=3
399,Sr Advanced AWS Developer,"General Dynamics Mission Systems, Inc",Remote,9 days ago,2021-09-09,"
luPartners with IT architecture and other IT teams to design, deploy, manage, and operate of scalable, highly available, and fault-tolerant systems in AWS by…lu
","$100,000 a year",https://www.indeed.com/rc/clk?jk=7caa7ac4fc73d2f7&fccid=382dee2cfe0ba124&vjs=3
400,newSystems Engineer,Limelight Networks,Remote,8 days ago,2021-09-09,"
luThe Systems Engineer will design the operational aspects of Limelight Networks' platforms, provide guidance to the Operations group, and act as an escalation…lu
",,https://www.indeed.com/rc/clk?jk=0c739d90e3376b51&fccid=df0c1ddc972b801a&vjs=3
401,Senior Wordpress Developer (Remote),Codelitt,"Miami, FL•Remote",Active 15 days ago,2021-09-09,"
luCodelitt is looking for a Senior WordPress Developer with experience building highly complex applications.lu
luYou will be responsible for creating and maintaining…lu
",,https://www.indeed.com/company/Codelitt/jobs/Senior-Wordpress-Developer-2ac04a6f66b002bc?fccid=794f411266e4b648&vjs=3
402,WordPress & Gatsby Developer,stackbuilders,"New York, NY 10016 (Flatiron District area)•Remote",30+ days ago,2021-09-09,"
luYou have a thorough understanding of React.js and its core principles.lu
luYou are proficient in Gatsby for static site generation.lu
",,https://www.indeed.com/rc/clk?jk=a44682594c766e11&fccid=21265900a5a2d4c3&vjs=3
403,Lead Software Engineer,The Veloz Group,Remote,30+ days ago,2021-09-09,"
luReporting directly to both the President & CTO of The Veloz Group, Lead Software Engineers will work on a variety of luPHPlu, Laravel, React, MySQL, Mongo, and Web…lu
",,https://www.indeed.com/rc/clk?jk=6d3f378c89316555&fccid=209baba20337df7e&vjs=3
404,Web Assistant,George Mason University,"Fairfax, VA 22030•Remote",10 days ago,2021-09-09,"
luFostering self-discovery and teaching students to successfully navigate transitions throughout their Mason experience;lu
",$15 an hour,https://www.indeed.com/rc/clk?jk=ceae4f2468334e57&fccid=e57770fb2bd5bce7&vjs=3
405,Software Engineer - API (Node.JS),The Meet Group,Remote,30+ days ago,2021-09-09,"
luYou will work with existing developers to help maintain and improve the codebase and help to integrate new features into shared services around Live Video.lu
",,https://www.indeed.com/rc/clk?jk=83b7a88d963a7d58&fccid=f5c0e9bec09ae9c6&vjs=3
406,Senior Software Engineer,VIRAL LAUNCH INC,Remote,30+ days ago,2021-09-09,"
luThe role will be responsible for delivering highly scalable and quality software solutions revolving around the Amazon space.lu
lu3+ years of experience with .lu
",,https://www.indeed.com/rc/clk?jk=2e6dad2f4586cd4f&fccid=7482339ceca927d3&vjs=3
407,Web Implementation Specialist (Remote Eligible),Connexus Credit Union,"Wausau, WI 54401•Remote",23 days ago,2021-09-09,"
luConnexus Credit Union is excited to offer a sign on bonus to qualified candidates who are offered and accept our position as well as successfully complete the…lu
",,https://www.indeed.com/rc/clk?jk=e4f3de042fdc0786&fccid=ec58827f766d4dae&vjs=3
408,Senior Software Engineer,ObjectSecurity LLC,Remote,10 days ago,2021-09-09,"
luEducation: We will check your software engineering talent and other required skills, so formal computer science is not absolutely required, However, Degree,…lu
",,https://www.indeed.com/rc/clk?jk=89a9be20ad1f9441&fccid=05f32a35389c8bf2&vjs=3
