,JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
415,Dev Ops Engineer,"Edgewater Federal Solutions, Inc.","Albuquerque, NM•Remote",30+ days ago,2021-09-09,"
luEdgewater Federal Solutions is a privately held government contracting firm located in Frederick, MD.lu
luThe company was founded in 2002 with the vision of being…lu
",,https://www.indeed.com/rc/clk?jk=29da9a195c12f0f6&fccid=0910a78b88527164&vjs=3
416,Java UI Developer,Kaizen Technologies,Remote,12 days ago,2021-09-09,"
luNode, Ruby, or luPHPlu, HTML, CSS(3), Backbone.js, Ember.js, AngularJS, React.lu
lu7+ years of experience in production-quality, object-oriented JavaScript development.lu
",,https://www.indeed.com/rc/clk?jk=e5904dc9154ececf&fccid=c1edd7669511bab9&vjs=3
417,"Software Engineer, iOS",Zoetis,"Parsippany, NJ 07054•Remote",30+ days ago,2021-09-09,"
luZoetis is the world's leading animal health company.lu
luAs part of Zoetis, Performance Livestock Analytics is a fast growing team based in Ames, Iowa which leads…lu
",,https://www.indeed.com/rc/clk?jk=3dfa1a126f429323&fccid=745f1dbed6d65d32&vjs=3
418,Sr Programmer Analyst,Eastern Kentucky University,"Richmond, KY 40475•Remote",29 days ago,2021-09-09,"
luPosted Salary Information: $44,117 - $58,823.lu
luDepartment: AcdmAffrs/Provost-Restricted Funds.lu
luUnit: UTC Division of Child Care/TRIS.lu
luJob Open Date: 08/10/2021.lu
","$44,117 to $58,823 a year",https://www.indeed.com/rc/clk?jk=3b306290ce767c2d&fccid=df6db8c311888b97&vjs=3
419,Sr. Software Developer,"Untangle, Inc.","Boulder, CO•Remote",22 days ago,2021-09-09,"
luCollaborate with cross-functional teams to define, design, and develop new features and enhancements.lu
luUntangle, Develop, & Engineer with the finest!lu
",,https://www.indeed.com/rc/clk?jk=97824be0de46aca8&fccid=9b03e1f4e6c32aaf&vjs=3
420,"Software Engineer, Web & Internal Tools",VSCO,Remote,30+ days ago,2021-09-09,"
luWe offer extensive high-end photo, and video editing features, including 200+ presets, and access to a vibrant global community that inspires people to create…lu
",,https://www.indeed.com/rc/clk?jk=eccb661e687f75b6&fccid=60e5cbda72d7eb5a&vjs=3
421,"Web Developer, Stripe",Myers-Holum,Remote,30+ days ago,2021-09-09,"
luMyers-Holum – Senior Web Developer.lu
lu3+ years of professional full stack development.lu
luProficient in at least: JavaScript, Ruby, Python, or PHP.lu
",,https://www.indeed.com/rc/clk?jk=0816fc8f1d59f9c4&fccid=545bc5c78669ff5f&vjs=3
422,Customer Support Engineer,CM Group,Remote,30+ days ago,2021-09-09,"
luSailthru’s Customer Support Engineer provides top-tier B2B support to facilitate our clients’ use of the Sailthru product stack.lu
luIn This Role You Will:lu
",,https://www.indeed.com/rc/clk?jk=e3fcec146e84b873&fccid=275b7b974cc60a22&vjs=3
423,Implementation Manager,Hearsay Social,Remote,30+ days ago,2021-09-09,"
luWe’re looking for an experienced Implementation Manager to join our Professional Services team!lu
luAs an Implementation Manager, you are an integral part of…lu
",,https://www.indeed.com/rc/clk?jk=da90eefda5947169&fccid=48d6cf928c7df83f&vjs=3
424,Quality Assurance Engineer (Office or Remote),Moody's Corporation,"Atlanta, GA•Remote",30+ days ago,2021-09-09,"
luThe Quality Assurance (QA) Engineer is responsible for designing and implementing tests, debugging and defining corrective actions.lu
",,https://www.indeed.com/rc/clk?jk=fd28c3bc4fbcc7bf&fccid=28eefc5b86560831&vjs=3
425,Senior WordPress Developer (Remote),Daxko,"Birmingham, AL 35209+1 location•Remote",15 days ago,2021-09-09,"
luDaxko powers health & wellness throughout the world.lu
luEvery day our team members focus their passion and expertise in helping health & wellness facilities…lu
",,https://www.indeed.com/rc/clk?jk=7c3639e180375e97&fccid=9d754cac252b392f&vjs=3
426,Senior Fullstack Software Engineer,Blavity Inc.,Remote,30+ days ago,2021-09-09,"
luYou’ll join an agile team that continuously releases software, while working collaboratively across the company to take features from ideas to mockups to…lu
",,https://www.indeed.com/rc/clk?jk=30992bb560b1b97d&fccid=f1e0d268f13e40bc&vjs=3
427,Full Stack Software Engineer (Remote),Alert MD,"Dublin, OH•Remote",20 days ago,2021-09-09,"
luAlertMD, an EverCommerce company, is looking for a great software developer to join our team in Dublin, Ohio or remotely.lu
luFlexbox and other layout patterns.lu
",,https://www.indeed.com/rc/clk?jk=f8872c3cbda2375a&fccid=dd616958bd9ddc12&vjs=3
428,"Principal, Software Development Engineering",MasterCard,"O'Fallon, MO 63368•Temporarily Remote",30+ days ago,2021-09-09,"
luThe program charter is to offer these services on a scalable & resilient architecture that support localization needs, enables global expansion thus allowing us…lu
",,https://www.indeed.com/rc/clk?jk=698bdcaefe8aeef0&fccid=10b5c722d846df43&vjs=3
429,"Privacy Engineer, Technical Audit",Facebook,Remote,25 days ago,2021-09-09,"
luPlay a key role in driving code and architecture reviews as well as large cross-company privacy reviews of products and features.lu
",,https://www.indeed.com/rc/clk?jk=307a15d01cdea44c&fccid=1639254ea84748b5&vjs=3
430,Observability and Performance Monitoring Engineer,Guardian Life Insurance Company,"Bethlehem, PA•Temporarily Remote",27 days ago,2021-09-09,"
luYou will explore and recommend features and tools to strengthen our infrastructure and increase performance, automation, scalability, and security.lu
",,https://www.indeed.com/rc/clk?jk=a9f34be71adc5ad3&fccid=64294ff4323ee213&vjs=3
431,Senior Angular Developer,Western Governors University,Remote,22 days ago,2021-09-09,"
luThe Senior Angular Developer is responsible for the research, design, development, analysis, testing, and implementation of software operating or application…lu
",,https://www.indeed.com/rc/clk?jk=8bd1db2c37ed2758&fccid=6a2a37a1ed914f66&vjs=3
432,Full Stack Developer,Zero Studios,"New York, NY•Remote",30+ days ago,2021-09-09,"
luCollaborate with the business team to understand their business needs and translate them into product features.lu
",,https://www.indeed.com/rc/clk?jk=51706f3fc46fa6ce&fccid=9241c8fb3ed9952c&vjs=3
433,Senior Software Engineer,"Competitive Computing, Inc. (C2)","Colchester, VT 05446•Remote",30+ days ago,2021-09-09,"
luThe C2 Senior Software Engineer is an experienced consultant capable of leading a team to plan, design, code, test, and deploy computer programs and…lu
",,https://www.indeed.com/rc/clk?jk=ad6f6f267a1833d5&fccid=838f9cd387728cfc&vjs=3
434,"Information Security Solutions Architect, SDLC",IDENTIFY SECURITY,Remote,30+ days ago,2021-09-09,"
luCollaborate with Project Management, IT, Architecture and Information Security teams to help teams interpret and build a secured software development lifecycle.lu
",,https://www.indeed.com/rc/clk?jk=abb30e6471075341&fccid=0e92fabdd1a14c59&vjs=3
435,Machine Learning Developer,Noblis,"Reston, VA 20191 (Hattontown area)•Remote",14 days ago,2021-09-09,"
luNoblis is seeking a Machine Learning Developer for interdisciplinary work in our Law Enforcement and Intelligence Programs.lu
luProficient knowledge of HTML & CSS.lu
",,https://www.indeed.com/rc/clk?jk=b268bfbe7561b591&fccid=05d6cb8b919478a9&vjs=3
436,newAdobe Sign Solutions Consultant,Adobe,"San Jose, CA•Remote",2 days ago,2021-09-09,"
luA Solutions Consultant (SC) for the Adobe Sign / Document Cloud enterprise business works with customers and Adobe sales professionals to understand that…lu
",,https://www.indeed.com/rc/clk?jk=73ad1a01f578b317&fccid=f89deb5a97c7738a&vjs=3
437,Senior Site Reliability Engineer - Cryptowatch - Pre-IPO Sto...,Kraken Digital Asset Exchange,"San Francisco, CA+25 locations•Remote",23 days ago,2021-09-09,"
luResponsible for the operation, support, and security of production infrastructure.lu
luAuthor automation tools to assist with deployments, logging, monitoring, and…lu
",,https://www.indeed.com/company/Kraken-Digital-Asset-Exchange/jobs/Senior-Site-Reliability-Engineer-2e64d817aea5cb90?fccid=fc7b3a033fd34a37&vjs=3
438,Full Stack Web Developer,NXLog,Remote,30+ days ago,2021-09-09,"
luPhp, javascript, responsible css principles.lu
luThe Senior Full Stack Web Developer is responsible for the effective development of the company’s online presence.lu
",,https://www.indeed.com/rc/clk?jk=6af8defcdde59ba7&fccid=930e2807150244a3&vjs=3
439,IT Systems Engineer - Remote,Mayo Clinic,"Rochester, MN 55901+4 locations•Remote",30+ days ago,2021-09-09,"
luUnder general supervision and guidance, the IT Systems Engineer is responsible for the maintenance and support of moderately complex systems software and…lu
",,https://www.indeed.com/rc/clk?jk=9339add2f6e30c13&fccid=26877094797beef3&vjs=3
440,Senior Software QA Automation Engineer,When I Work,Remote,30+ days ago,2021-09-09,"
luOur Quality Assurance team at When I Work works along-side the engineering and product teams to ensure our customers can depend on us to make shift work awesome…lu
",,https://www.indeed.com/rc/clk?jk=0d4230a421edc57d&fccid=f4cf0bc54e708229&vjs=3
441,Devops Engineer,Ivy Tech Solutions inc,Remote,30+ days ago,2021-09-09,"
luHave a DevOps Engineer role available with our client –.lu
lu9 month contract to start that can be remote though ideally someone that could travel onsite…lu
",,https://www.indeed.com/rc/clk?jk=5d2a8aa154bbff45&fccid=dfecc8bbe451f8c2&vjs=3
442,Software Engineering Manager,Nexstar Broadcasting,"Irving, TX 75062 (Las Colinas Urban Center area)+1 location•Remote",23 days ago,2021-09-09,"
luThe Software Engineering Manager will be responsible for managing multiple software engineering teams that are designing and implementing features and…lu
",,https://www.indeed.com/rc/clk?jk=655baca0e370cc67&fccid=fffb9c1ff9b4747b&vjs=3
443,"newSr Cloud Application Architect, Industry Solutions","Amazon Web Services, Inc.",Remote,6 days ago,2021-09-09,"
luBachelor’s degree, or equivalent experience, in Computer Science, Engineering, Mathematics or a related field.lu
luNET, Python, luPHPlu or Ruby.lu
",,https://www.indeed.com/rc/clk?jk=a3a148a2f4f2d2fe&fccid=fe2d21eef233e94a&vjs=3
444,Software Engineer III (Drupal Focused),Principal Financial Group,"Des Moines, IA 50392 (Downtown Des Moines area)•Remote",8 days ago,2021-09-09,"
luAs a Web Software Engineer working in Global Brand & Experience, you'll enable marketing partners to effectively reach out and connect with current and future…lu
",,https://www.indeed.com/rc/clk?jk=630b84ab2301bffa&fccid=591be181c58fd89d&vjs=3
445,Web Developer - Remote Work Locations,Midland States Bank,"Effingham, IL 62401+2 locations•Remote",30+ days ago,2021-09-09,"
luThe web developer will work as part of a custom development team with peer developers to develop, maintain, and advance our custom applications throughout the…lu
",,https://www.indeed.com/rc/clk?jk=74d16e3bc2a5b8e1&fccid=5efdcaf94e38e404&vjs=3
446,"Web Developer, Ars Technica",Conde Nast,"New York, NY•Remote",22 days ago,2021-09-09,"
luArs Technica is seeking an experienced web developer with DevOps experience.lu
luOur platform is built primarily using WordPress and Docker; a strong understanding…lu
",,https://www.indeed.com/rc/clk?jk=e300d241fcc9e11a&fccid=7ca1385998532a85&vjs=3
447,Lead/Senior Magento Developer,krish technolabs,Remote,30+ days ago,2021-09-09,"
luBachelor’s degree in Computer Science, Software Engineering, or related fields, plus a minimum of 5+ years of Magento backend development experience.lu
","$100,000 to $150,000 a year",https://www.indeed.com/rc/clk?jk=0916df0750bbe2fb&fccid=c5bdb26794c48663&vjs=3
448,"Manager, Security Threat Detection & Response, F2 (Facebook...",Facebook,Remote,25 days ago,2021-09-09,"
luPartner, influence, and collaborate with other teams to solve challenges related to a broad spectrum of threat actors and help protect the entire Facebook…lu
",,https://www.indeed.com/rc/clk?jk=49e5f8b2f9c4b75c&fccid=1639254ea84748b5&vjs=3
449,Application Security Sales Engineer - North America,Dynatrace,Remote,13 days ago,2021-09-09,"
luThe individual will closely work with the application security sales team to drive the technical lane in opportunities and will be responsible for providing pre…lu
",,https://www.indeed.com/rc/clk?jk=4d40f44449acdd7b&fccid=f540b41324bdc0f3&vjs=3
450,Web Designer,Pacific Medical Training,"Philadelphia, PA•Remote",30+ days ago,2021-09-09,"
luPacific Medical Training is seeking an experienced designer to help us with web design including design system, landing page, competitive research and sales…lu
",,https://www.indeed.com/rc/clk?jk=0446fb6526581408&fccid=7875ff216295a592&vjs=3
451,FREELANCE FRONT-END DEVELOPER,I-SITE,"Philadelphia, PA 19106 (Old City area)•Remote",30+ days ago,2021-09-09,"
luI-SITE is seeking a Philadelphia-based freelance Front-End developer with experience in Drupal 7 and a high level of competency in HTML, CSS, JavaScript and PHP…lu
",,https://www.indeed.com/rc/clk?jk=b39bf0a5ebd5bd22&fccid=db01992c74e1f94e&vjs=3
452,newShopify Development Lead,Nexient,"San Francisco, CA•Remote",4 days ago,2021-09-09,"
luEnjoy working in a fast-paced environment where you own your part of the product· Experience with modern JavaScript frameworks· Experience with high…lu
",,https://www.indeed.com/rc/clk?jk=224452e05dd1b468&fccid=96c432437b02a977&vjs=3
453,Technical Support Engineer,Synacor,Remote,30+ days ago,2021-09-09,"
luThis position is responsible for inbound/outbound technical support inquiries and resolving service related issues originated by customers and partners in all…lu
",,https://www.indeed.com/rc/clk?jk=5e56bc0ad01351e2&fccid=7d3172cfe0fd54ef&vjs=3
454,E-Commerce Developer - Remote,Pharmavite LLC,"West Hills, CA 91304•Remote",30+ days ago,2021-09-09,"
luCreating user-friendly web pages and developing new user-facing and mobile-based features.lu
luThe E-Commerce Developer will have expertise in web development on…lu
",,https://www.indeed.com/rc/clk?jk=6b8db8a78f7aec73&fccid=53047d896a5326d6&vjs=3
455,Java UI Developer,Kaizen Technologies,Remote,12 days ago,2021-09-09,"
luNode, Ruby, or luPHPlu, HTML, CSS(3), Backbone.js, Ember.js, AngularJS, React.lu
lu7+ years of experience in production-quality, object-oriented JavaScript development.lu
",,https://www.indeed.com/rc/clk?jk=e5904dc9154ececf&fccid=c1edd7669511bab9&vjs=3
456,"Software Engineer, iOS",Zoetis,"Parsippany, NJ 07054•Remote",30+ days ago,2021-09-09,"
luWe're building services that improve beef traceability, help farmers manage their daily cattle feeding operations, track individual animals, identify and treat…lu
",,https://www.indeed.com/rc/clk?jk=3dfa1a126f429323&fccid=745f1dbed6d65d32&vjs=3
457,Sr Programmer Analyst,Eastern Kentucky University,"Richmond, KY 40475•Remote",29 days ago,2021-09-09,"
luUnit: UTC Division of Child Care/TRIS.lu
luSchedule Type: Full Time (37.5 hrs per week or more).lu
luA TRC Senior Programmer/Analyst leads the Training Resource Center…lu
","$44,117 to $58,823 a year",https://www.indeed.com/rc/clk?jk=3b306290ce767c2d&fccid=df6db8c311888b97&vjs=3
458,Sr. Software Developer,"Untangle, Inc.","Boulder, CO•Remote",22 days ago,2021-09-09,"
luCollaborate with cross-functional teams to define, design, and develop new features and enhancements.lu
luThis is a great role for participating in open source…lu
",,https://www.indeed.com/rc/clk?jk=97824be0de46aca8&fccid=9b03e1f4e6c32aaf&vjs=3
459,"Software Engineer, Web & Internal Tools",VSCO,Remote,30+ days ago,2021-09-09,"
luOur work involves developing internal tools, enriching our mobile web experience and integrating with third party platforms while working closely with internal…lu
",,https://www.indeed.com/rc/clk?jk=eccb661e687f75b6&fccid=60e5cbda72d7eb5a&vjs=3
460,"Web Developer, Stripe",Myers-Holum,Remote,30+ days ago,2021-09-09,"
lu3+ years of professional full stack development.lu
luProficient in at least: JavaScript, Ruby, Python, or PHP.lu
luDevops: AWS, GCP, or Azure.lu
",,https://www.indeed.com/rc/clk?jk=0816fc8f1d59f9c4&fccid=545bc5c78669ff5f&vjs=3
461,Programmer Analyst,Penn State University,"University Park, PA•Remote",30+ days ago,2021-09-09,"
luEnterprise Applications within Penn State IT is seeking a Programmer/Analyst to join the Learning Management System (LMS) Development team.lu
",,https://www.indeed.com/rc/clk?jk=ce55485e3f815469&fccid=ee32437d8dec00bd&vjs=3
462,Customer Support Engineer,CM Group,Remote,30+ days ago,2021-09-09,"
luSailthru’s Customer Support Engineer provides top-tier B2B support to facilitate our clients’ use of the Sailthru product stack.lu
lu401(k) with company matching.lu
",,https://www.indeed.com/rc/clk?jk=e3fcec146e84b873&fccid=275b7b974cc60a22&vjs=3
463,Implementation Manager,Hearsay Social,Remote,30+ days ago,2021-09-09,"
luYou will be leading and handling technical deployments of the Hearsay solution for customers - large and small as well as across multiple products.lu
",,https://www.indeed.com/rc/clk?jk=da90eefda5947169&fccid=48d6cf928c7df83f&vjs=3
464,Quality Assurance Engineer (Office or Remote),Moody's Corporation,"Atlanta, GA•Remote",30+ days ago,2021-09-09,"
luThe Quality Assurance (QA) Engineer is responsible for designing and implementing tests, debugging and defining corrective actions.lu
",,https://www.indeed.com/rc/clk?jk=fd28c3bc4fbcc7bf&fccid=28eefc5b86560831&vjs=3
465,Senior WordPress Developer (Remote),Daxko,"Birmingham, AL 35209•Remote",15 days ago,2021-09-09,"
luAs a Senior WordPress Developer, you will be responsible for customizing and developing our website platform and its development projects.lu
",,https://www.indeed.com/rc/clk?jk=7c3639e180375e97&fccid=9d754cac252b392f&vjs=3
466,Senior Fullstack Software Engineer,Blavity Inc.,Remote,30+ days ago,2021-09-09,"
luHelp lead the effort to architect scalable systems and microservices.lu
luThe ideal candidate is someone who enjoys problem solving and thrives in a fast-moving…lu
",,https://www.indeed.com/rc/clk?jk=30992bb560b1b97d&fccid=f1e0d268f13e40bc&vjs=3
467,Full Stack Software Engineer (Remote),Alert MD,"Dublin, OH•Remote",20 days ago,2021-09-09,"
luDaily responsibilities will include product input, architecture, development, and working closely with the Customer Support, Product and QA teams to deliver…lu
",,https://www.indeed.com/rc/clk?jk=f8872c3cbda2375a&fccid=dd616958bd9ddc12&vjs=3
468,"Principal, Software Development Engineering",MasterCard,"O'Fallon, MO 63368•Temporarily Remote",30+ days ago,2021-09-09,"
luDelivered scalable products through a CI/CD pipeline deploying on-prem or in a public cloud infrastructure.lu
luEnsure quality of one or more application codebases…lu
",,https://www.indeed.com/rc/clk?jk=698bdcaefe8aeef0&fccid=10b5c722d846df43&vjs=3
469,"Privacy Engineer, Technical Audit",Facebook,Remote,25 days ago,2021-09-09,"
luPlay a key role in driving code and architecture reviews as well as large cross-company privacy reviews of products and features.lu
",,https://www.indeed.com/rc/clk?jk=307a15d01cdea44c&fccid=1639254ea84748b5&vjs=3
470,"Full Stack Engineer, Marketing",When I Work,+1 locationRemote,30+ days ago,2021-09-09,"
luBuild features in our core product to enable smooth customer onboarding.lu
luTherefore, you will directly impact the financial success of When I Work.lu
",,https://www.indeed.com/company/When-I-Work/jobs/Full-Stack-Engineer-32b569c05cd224d3?fccid=bc35421b87304aa5&vjs=3
471,Freelance Database Consultant - Percona Affiliate Program,Percona,Remote,30+ days ago,2021-09-09,"
luWe are looking for individuals with a high level of experience in MySQL, PostgreSQL, and/or MongoDB technologies, as well as someone who can step back and…lu
",,https://www.indeed.com/rc/clk?jk=b94c2128556bf5ab&fccid=c76eddb380428888&vjs=3
472,Software Engineer,Patientco,"Atlanta, GA•Remote",30+ days ago,2021-09-09,"
luThis means considering how both healthcare patients and providers use your products and how your peers will interact with your code.lu
",,https://www.indeed.com/rc/clk?jk=000461b3851ded49&fccid=234fcbb02238b9d6&vjs=3
473,System Analyst-Technical,Ivy Tech Solutions inc,Remote,30+ days ago,2021-09-09,"
luA Systems Analyst - Technical for a long-term contract role with our client in Wilkes Barre.lu
luEffective liaison between business and technical teams.lu
",,https://www.indeed.com/rc/clk?jk=f9255e03252e27e3&fccid=dfecc8bbe451f8c2&vjs=3
474,Developer II,State of Colorado Job Opportunities,"Denver, CO•Remote",8 days ago,2021-09-09,"
luThe Developer II has responsibilities across the full Software Development Life Cycle (SDLC) from business requirements to support, but he or she is primarily…lu
","$61,956 to $99,000 a year",https://www.indeed.com/rc/clk?jk=151300703186d191&fccid=7cd7119315ca0934&vjs=3
475,Senior Software Engineer,Red Hat Software,"New York, NY 10025 (Upper West Side area)•Remote",30+ days ago,2021-09-09,"
luIn this role you will cooperate with both local and remote team members and other teams to design, develop, document, test, monitor, maintain, and operate a…lu
",,https://www.indeed.com/rc/clk?jk=fc7249def91f7cfe&fccid=e24a60f01d1882d1&vjs=3
476,Lamp Stack Developer,Nexient,"Ann Arbor, MI 48108•Remote",9 days ago,2021-09-09,"
luScalable, Midwest delivery (with 65+ Agile teams in high talent cities like Ann Arbor, Michigan).lu
luOnsite collaboration (with product managers and other key…lu
",,https://www.indeed.com/rc/clk?jk=9c0386db9c8a7ccd&fccid=96c432437b02a977&vjs=3
477,WordPress Developer,The Tombras Group,"Atlanta, GA+1 location•Remote",30+ days ago,2021-09-09,"
luInteract with development, UX and creative teams to understand scope of projects and offer elegant, creative and scalable solutions.lu
",,https://www.indeed.com/company/The-Tombras-Group/jobs/Wordpress-Developer-61cc054d6dda7f92?fccid=6130a50558f36dec&vjs=3
478,Technical Support Engineer II - eSignature,DocuSign,"Chicago, IL•Remote",13 days ago,2021-09-09,"
luThe Technical Support Engineer II is a strategic customer advisor and the internal voice for our customer base.lu
luFamiliarity with Jira and Salesforce.lu
",,https://www.indeed.com/rc/clk?jk=686798170d2f94ec&fccid=9dd30dd046d9ac7a&vjs=3
479,IT & Audio Visual Technician,HELLENIC COLLEGE,"Brookline, MA 02445•Remote",17 days ago,2021-09-09,"
luSeminary and graduate school of theology rooted in the Greek Orthodox tradition.lu
luCollaborate professionally with HCHC faculty and staff to service.lu
",,https://www.indeed.com/rc/clk?jk=3f27e6af0c678a8c&fccid=5081ceedf78f2180&vjs=3
480,"newSr Cloud Application Architect, Industry Solutions","Amazon Web Services, Inc.",Remote,6 days ago,2021-09-09,"
luBachelor’s degree, or equivalent experience, in Computer Science, Engineering, Mathematics or a related field.lu
luNET, Python, luPHPlu or Ruby.lu
",,https://www.indeed.com/rc/clk?jk=a3a148a2f4f2d2fe&fccid=fe2d21eef233e94a&vjs=3
481,Software Engineer III (Drupal Focused),Principal Financial Group,"Des Moines, IA 50392 (Downtown Des Moines area)•Remote",8 days ago,2021-09-09,"
luAs a Web Software Engineer working in Global Brand & Experience, you'll enable marketing partners to effectively reach out and connect with current and future…lu
",,https://www.indeed.com/rc/clk?jk=630b84ab2301bffa&fccid=591be181c58fd89d&vjs=3
482,"Consultant, Cloud & Application Security",[redacted],"San Francisco, CA 94103 (South Of Market area)•Remote",28 days ago,2021-09-09,"
lu[redacted]’s cybersecurity capabilities hail from commercial & cyber security industries and government intelligence & defense agencies.lu
",,https://www.indeed.com/rc/clk?jk=14cb0ec7aba16fa1&fccid=7d89c1b1a7172735&vjs=3
483,newIT System Administrator,The Association for Frontotemporal Degeneration,"King of Prussia, PA 19406•Remote",8 days ago,2021-09-09,"
luFrontotemporal degeneration (FTD) is a group of rare conditions that can affect a person’s behavior and ability to move or speak.lu
",,https://www.indeed.com/rc/clk?jk=bf8c13e4cdf40bb1&fccid=8933599bdefe64a2&vjs=3
484,Front End Web Developer,WHRO,"Norfolk, VA 23508 (Edgewater area)•Remote",28 days ago,2021-09-09,"
luWHRO Public Media is seeking an experienced Front-End Web Developer who combines technology and design to create engaging user experiences, and will help…lu
",,https://www.indeed.com/rc/clk?jk=e9adc48d0afa1314&fccid=db87d1e2bad1d472&vjs=3
485,newSolution Developer,Acxiom,Remote,7 days ago,2021-09-09,"
luIntegrates Acxiom and third party software to create solutions to business problems defined by specific business requirements.lu
",,https://www.indeed.com/rc/clk?jk=b79c612f238006e9&fccid=384f0a88ba4a580e&vjs=3
486,"Front End Developer, Analytics",Symplicity Corporation,"Arlington, VA•Remote",30+ days ago,2021-09-09,"
luAt Symplicity, we empower higher education institutions around the world to enable the best possible outcomes for students.lu
luTo the Corporate product line.lu
",,https://www.indeed.com/rc/clk?jk=eb714ca833320032&fccid=78a7663076477915&vjs=3
487,Senior Application Security Engineer (remote),Fast AF,"San Francisco, CA•Remote",30+ days ago,2021-09-09,"
luBuild the world's fastest Identity and Checkout products.lu
luOur mission is to make buying online faster, safer and easier for everyone.lu
luDoes this sound like you?lu
",,https://www.indeed.com/rc/clk?jk=6b68f7214a57d937&fccid=b674970ec6e0b33d&vjs=3
488,Lead Configuration Management Administrator/Developer,opentext,Remote,22 days ago,2021-09-09,"
luAs the Information Company, our mission at OpenText is to create software solutions and deliver services that redefine the future of digital.lu
",,https://www.indeed.com/rc/clk?jk=8c69da917d752c77&fccid=c908408e676247d6&vjs=3
489,Applications Engineer,ChargePoint,"Campbell, CA 95008 (Dell area)•Remote",30+ days ago,2021-09-09,"
luLeads in the customization and addition of new features to commercial software packages and internally developed applications according to end user requests…lu
",,https://www.indeed.com/rc/clk?jk=f4017703cf83f612&fccid=e2046655ee5b8a6a&vjs=3
490,IT Systems Engineer - Limited Tenure - Remote,Mayo Clinic,"Rochester, MN 55901•Remote",30+ days ago,2021-09-09,"
luMayo Clinic is the nation's best hospital (U.S. News & World Report, 2020-2021) and ranked #1 in more specialties than any other care provider.lu
",,https://www.indeed.com/rc/clk?jk=8d3063ebc45e6d87&fccid=26877094797beef3&vjs=3
491,Data Integration and Programming Analyst,University of Colorado,"Colorado Springs, CO 80918 (Northeast Colorado Springs area)•Remote",30+ days ago,2021-09-09,"
luData Integration and Programming Analyst - 21823.lu
lu*This is position is open until filled**.lu
luThe Office of Information Technology operates in a support role for…lu
",,https://www.indeed.com/rc/clk?jk=c897e8e8498a675e&fccid=e370394a608927d2&vjs=3
492,Senior Software Project Engineer,Kohler,"Kohler, WI 53044•Remote",30+ days ago,2021-09-09,"
luThe Senior Software Project Engineer is responsible for the development of software within Power Systems Americas for various products.lu
luWhy Work at Kohler Co.?lu
",,https://www.indeed.com/rc/clk?jk=944912052308368b&fccid=c218388758b942e1&vjs=3
493,Senior Software Engineer - Experimentation Platform,Etsy,"Brooklyn, NY 11201•Remote",30+ days ago,2021-09-09,"
luTeams across Etsy use the experimentation platform to learn, make product decisions, and measure the impact of new features.lu
",,https://www.indeed.com/rc/clk?jk=343881540bb13a50&fccid=9ecb91618c39a24f&vjs=3
494,Sr. Technical Recruiter,Arrow Electronics,"Melville, NY 11747+50 locations•Remote",8 days ago,2021-09-09,"
lu*This position can be fully remote in the United States for the right candidate!**.lu
luArrow Electronics invites applicants for the role of Sr. Talent Acquisition…lu
",,https://www.indeed.com/rc/clk?jk=e89ed20662c7baf6&fccid=38ee0d4d719341c1&vjs=3
495,Application Security Consultant (Remote),GuidePoint Security,"Orlando, FL 32802 (Central Business District area)+18 locations•Remote",30+ days ago,2021-09-09,"
luGuidePoint Security provides trusted cybersecurity expertise, solutions and services that help organizations make better decisions and minimize risk.lu
",,https://www.indeed.com/rc/clk?jk=a02562f4431e8da7&fccid=b34e20cbf6de3636&vjs=3
496,WordPress Development Team Lead (Remote),Daxko,"Birmingham, AL 35209•Remote",30+ days ago,2021-09-09,"
luDaxko powers health & wellness throughout the world.lu
luEvery day our team members focus their passion and expertise in helping health & wellness facilities…lu
",,https://www.indeed.com/rc/clk?jk=6df3942edaac8f5b&fccid=9d754cac252b392f&vjs=3
497,Web Developer,DeliverHealth,"Columbus, OH 43218 (Downtown area)•Remote",30+ days ago,2021-09-09,"
luAt DeliverHealth Solutions, we simplify telling your patient’s story.lu
luWe’re looking for bold, innovative people who appreciate the opportunity to work together…lu
",,https://www.indeed.com/rc/clk?jk=7bf62c15e7c62162&fccid=4441b507d0d9107e&vjs=3
498,Software Engineer (PHP/Symfony),Firebrand Technologies,"Newburyport, MA 01950•Remote",30+ days ago,2021-09-09,"
luIf you love books and building things on the web, we are sure you would enjoy:lu
luBuilding web-based tools used by book publishers to make their job easier.lu
",,https://www.indeed.com/rc/clk?jk=26a0a38397fbf37f&fccid=e9e84924dfed0b15&vjs=3
499,Cyber Security Specialist (WASA Scanner),"Excentium, Inc.","Tampa, FL•Remote",30+ days ago,2021-09-09,"
luCyber Security Specialist, Senior (WASA Scanner).lu
luExcentium, Inc. is a Service-Disabled Veteran owned small business that provides Cyber Security Engineering,…lu
",,https://www.indeed.com/rc/clk?jk=a6351d40af172adc&fccid=30341b5374a73496&vjs=3
500,Software Developer,Frontier Communications,Remote,30+ days ago,2021-09-09,"
luThe Network Automation team is responsible for designing, developing, maintaining, and supporting applications used by Frontier Employees to enhance the quality…lu
",,https://www.indeed.com/rc/clk?jk=ab9e94d1c03993d5&fccid=81d1e68cec787077&vjs=3
